dia_mes_ano,hora_minuto,irr_inv,massaPM1,numPM1,massaPM2,numPM2,tamanho_medio,temp,vento_vel,vento_dir,P_DC,I_DC,V_DC,m
20191017,000900,0,3.71,30.57,0.12,0.08,0.44,24.1,0,135,0,0,44.08,0.108304126843225
20191017,001900,0,3.49,28.81,0.12,0.08,0.45,23.64,0.53,130.5,0,0,43.95,0.108288558613316
20191017,002900,0,3.16,26.07,0.1,0.07,0.45,24.1,0.4,135,0,0,44.38,0.108266347677942
20191017,003900,0,3.14,25.95,0.1,0.07,0.42,23.93,0.27,139.5,0,0,45.57,0.108242669843698
20191017,004900,0,3.46,28.52,0.12,0.08,0.44,23.59,1.6,180,0,0,45.36,0.108236480548926
20191017,005900,0,3.96,32.69,0.13,0.09,0.46,22.94,0.8,180,0,0,44.46,0.108231112060305
20191017,010900,0,5.5,45.35,0.18,0.12,0.47,22.91,0.53,180,0,0,44.62,0.108248435462428
20191017,011900,0,5.24,43.2,0.17,0.12,0.47,22.36,0.4,180,0,0,45.46,0.108260196057884
20191017,012900,0,4.46,36.76,0.15,0.1,0.48,22.09,0.27,180,0,0,45.18,0.10825797779152
20191017,013900,0,4.77,39.35,0.16,0.11,0.48,22.32,2.13,180,0,0,43.81,0.108278154386462
20191017,014900,0,4.65,38.36,0.16,0.11,0.46,22.87,2.39,180,0,0,43.33,0.108298890844233
20191017,015900,0,6.67,55.04,0.22,0.15,0.46,22.45,2.26,180,0,0,44.27,0.108351301014358
20191017,020900,0,6.26,51.65,0.21,0.14,0.45,21.86,2.26,180,0,0,45.26,0.108397005547978
20191017,021900,0,4.29,35.38,0.14,0.1,0.44,22.16,0,180,0,0,45.24,0.108389544252549
20191017,022900,0,4.25,35.03,0.14,0.1,0.45,22.41,0.13,157.5,0,0,45.36,0.108382644745892
20191017,023900,0,4.17,34.39,0.14,0.09,0.46,22.51,0,135,0,0,45.76,0.10837328482265
20191017,024900,0,4.88,40.28,0.16,0.11,0.45,22.1,1.33,117,0,0,45.86,0.108387883885794
20191017,025900,0,4.3,35.52,0.14,0.1,0.44,22.59,3.33,108,0,0,44.78,0.108411617606302
20191017,030900,0,4.14,34.11,0.14,0.1,0.45,23.24,2.39,139.5,0,0,44.32,0.108423970711138
20191017,031900,0,3.58,29.57,0.12,0.08,0.44,23.61,2.79,144,0,0,44.62,0.108431088290222
20191017,032900,0,3.43,28.29,0.12,0.08,0.43,23.72,1.06,117,0,0,45.47,0.108419625620242
20191017,033900,0,3.66,30.2,0.12,0.08,0.45,23.52,3.86,112.5,0,0,45.34,0.108437874735035
20191017,034900,0,3.87,31.92,0.13,0.09,0.45,23.5,3.13,65.25,0,0,45.54,0.108452746190683
20191017,035900,0,3.63,29.97,0.12,0.08,0.45,23.24,2.66,252,0,0,46.06,0.108459472553653
20191017,040900,0,3.68,30.4,0.12,0.08,0.47,23.75,3.86,189,0,0,46.62,0.108478136823215
20191017,041900,0,3.68,30.33,0.12,0.08,0.45,24.17,3.99,144,0,0,45.95,0.108497919755683
20191017,042900,0,3.68,30.4,0.12,0.08,0.46,23.71,0.4,99,0,0,45.49,0.108484528463651
20191017,043900,0,3.82,31.49,0.13,0.09,0.45,22.86,0.8,135,0,0,47.25,0.108476948027842
20191017,044900,0,3.65,30.12,0.12,0.08,0.45,22.46,0,135,0,0,73.87,0.108459257754441
20191017,045900,0,3.8,31.33,0.13,0.09,0.45,21.8,1.6,135,0,0,359.26,0.108458802997122
20191017,050900,0.8,3.82,31.53,0.13,0.09,0.44,21.98,0,135,0,0,526.59,0.108443959076054
20191017,051900,8.3,4,33.06,0.14,0.09,0.44,22.23,0,135,71.75,0.15,479.33,0.108432107002882
20191017,052900,18.4,4.15,34.26,0.14,0.1,0.45,22.66,0.4,139.5,171.64,0.34,511.23,0.108426275770764
20191017,053900,31.9,4.12,34.02,0.14,0.09,0.45,23.94,1.46,153,301.45,0.57,528.92,0.108429869720264
20191017,054900,38.3,4.09,33.72,0.14,0.09,0.45,24.65,2.66,144,352.15,0.66,529.43,0.108443997971582
20191017,055900,17.5,4.34,35.81,0.14,0.1,0.43,24.29,7.05,121.5,161.58,0.32,503.02,0.108502950726604
20191017,060900,14.5,4.55,37.55,0.15,0.1,0.44,24.07,4.66,49.5,126.48,0.26,496.05,0.108543060568988
20191017,061900,18.8,4.74,39.11,0.16,0.11,0.45,24.23,4.79,31.5,170.04,0.34,503.03,0.108587472950957
20191017,062900,23.8,4.98,41.06,0.17,0.11,0.45,24.59,9.71,63,228.63,0.45,512.2,0.108681393454999
20191017,063900,31,4.91,40.53,0.16,0.11,0.43,24.66,2.66,153,301.28,0.58,520.37,0.108708812901281
20191017,064900,35.4,4.96,40.92,0.16,0.11,0.44,24.84,3.19,153,339.03,0.65,524.05,0.108741943332173
20191017,065900,37.9,4.98,41.09,0.17,0.11,0.44,24.91,3.06,162,362.06,0.69,525.38,0.108774156964504
20191017,070900,42.9,5.62,46.31,0.19,0.13,0.44,24.9,2.53,135,406.4,0.77,527.73,0.108811576113945
