dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,temp,vento_dir,vento_vel,rainfall,P_AC,I_AC,I_DC,V_AC,V_DC,IRR,P_DC
20200118,000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.3,0,0
20200118,000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.2,0,0
20200118,000200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.4,0,0
20200118,000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.6,0,0
20200118,000400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.9,0,0
20200118,000500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40,0,0
20200118,000600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.1,0,0
20200118,000700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.1,0,0
20200118,000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.2,0,0
20200118,000900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.2,0,0
20200118,001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.2,0,0
20200118,001100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.2,0,0
20200118,001200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.2,0,0
20200118,001300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.1,0,0
20200118,001400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.1,0,0
20200118,001500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.1,0,0
20200118,001600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.1,0,0
20200118,001700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,40.1,0,0
20200118,001800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.8,0,0
20200118,001900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.8,0,0
20200118,002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.5,0,0
20200118,002100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.5,0,0
20200118,002200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.4,0,0
20200118,002300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.4,0,0
20200118,002400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.6,0,0
20200118,002500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.6,0,0
20200118,002600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.8,0,0
20200118,002700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.8,0,0
20200118,002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.7,0,0
20200118,002900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.7,0,0
20200118,003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.5,0,0
20200118,003100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.5,0,0
20200118,003200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.6,0,0
20200118,003300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,215.3,39.6,0,0
